InstitutionID,StreetTown,InstitutionName,BedCount,OperationYearMonth,Address,PhoneNumber,PostalCode,OperationMode,LegalRepresentative
200436,海湾镇,上海奉贤区海湾镇敬老院,182,201609,海湾镇五四公路1558号,37598090,210422,公建公营,王惠华
200437,庄行镇,上海奉贤区乐慧养老院,357,200407,庄行镇安邬路188号,57404312,201402,民建民营,顾国明
200438,奉城镇,上海奉贤区鸿恩托老所,58,200501,奉城镇洪北村4组,57133069,201411,民建民营,康华
200439,奉城镇,上海奉贤区维丰颐养院,161,200312,奉城镇幸福村一支路58号,18901948800,201409,民建民营,李秀宝
200440,南桥镇,上海奉贤区益人养老院,149,200308,南桥镇光明社区优化路58号,57470800,201406,民建民营,施明
200441,西渡街道,上海市奉贤区永生养老院,100,200401,西渡街道奉金路758号,57430094,201401,民建民营,鲁马良
200442,南桥镇,上海奉贤区南桥镇光明村养老院,150,200604,南桥镇光明社区光钱路195号,57473052,201406,村办,钱国良
200443,庄行镇,上海奉贤区伊甸敬老院,86,200512,庄行镇庄北路301号,57468268,201415,民建民营,何爱明
200444,金汇镇,上海奉贤区泰日光星养老院,96,200404,金汇镇泰日社区光星村551号,57581551,201405,民建民营,白勇
200445,青村镇,上海奉贤区钱桥恩霖托老所,50,200506,青村镇金王村173号,57597691,201407,民建民营,沈梅花
200446,西渡街道,上海奉贤区南桥镇关港养老院,208,200612,西渡街道关港村399号,57481396,201404,民建民营,孙洪敏
200447,南桥镇,上海奉贤区明馨艺术养老院,300,200912,南桥镇金海路2488号,61909190,201406,民建民营,张永道
200448,青村镇,上海奉贤区兰公馆养老院,401,201002,青村镇南奉公路4999号,33616555,201406,民建民营,张亚平
200449,庄行镇,上海奉贤区长远养老院,140,201012,庄行镇邬桥社区邬桥社区安东路58号,57403219,201402,民建民营,俞长仙
200450,金汇镇,上海奉贤区金汇养老院,130,201112,金汇镇金钱公路718号,57480578,201404,民建民营,黄全东
200451,青村镇,上海奉贤区金苹果养老院,160,201308,青村镇南奉公路4146号,31115700,201414,民建民营,吴红镁
200452,庄行镇,上海新华老年公寓,200,201507,庄行镇南亭公路4388号,57467029,201415,民建民营,王秀宝
200453,奉城镇,上海奉贤区瑷佲长者照护之家,40,201611,奉城镇爱民村421号,57529468,201411,村办,蔡林芳
200454,奉城镇,上海奉贤区高桥长者照护之家,49,201610,奉城镇奉旺路659号,37580501,201411,村办,陈传余
200455,新村乡,上海崇明区新村敬老院,78,198405,新村乡新浜村1476号,59651541,202172,公建公营,张敏
200456,绿华镇,上海崇明区绿华敬老院,75,198308,绿华镇新建路894号,59351659,202015,公建公营,密洪生
200457,绿华镇,上海市崇明绿港养老公寓,60,200810,绿华镇绿港村521号,59353377,202015,民建民营(民非),武登扣
200458,三星镇,上海崇明区三星敬老院,179,195802,三星镇协进村496号,59601521,202152,公建公营,张建康
200459,庙镇,上海崇明区合作敬老院,170,199512,庙镇合作公路1318号,59382287,202153,民建民营(民非),徐永德
200460,庙镇,上海崇明庙镇敬老院,180,195912,庙镇民华村624号,69361642,202153,公建公营,杜锐兵
200461,庙镇,上海崇明方顺养老院,140,195810,庙镇宏海公路2568号,59362428,202153,民建民营(民非),方士元
200462,庙镇,上海市崇明江龙老年公寓,190,200310,庙镇宏海路88号,69361001,202153,民建民营(民非),张成刚
200463,庙镇,上海市崇明区庙镇江合养护院,102,201503,庙镇合作公路1293号,59387095,202153,公建民营(民非),陆善卫
200464,港西镇,上海崇明区港西第一敬老院,130,197507,港西镇长生村11队,59670170,202154,公建公营,顾生荣
200465,港西镇,上海崇明协兴养老院,106,200607,港西镇三双公路2005号,59676108,202154,民建民营(民非),蔡云娟
200466,城桥镇,上海崇明区城桥第一敬老院,80,198205,城桥镇油车湾67号,69620765,202150,公建公营,杨雅琴
200467,城桥镇,上海崇明区城桥第二敬老院,70,201604,城桥镇团城公路6380号,59691087,202155,公建公营,周宏娣
200468,城桥镇,上海崇明城桥第三敬老院,186,199907,城桥镇长侯路25号,59691322,202155,公建公营,石惠忠
200469,城桥镇,上海崇明县城桥利民托老院,33,199805,城桥镇利民村,69626078,202150,民建民营(民非),朱全
200470,建设镇,上海崇明区建设敬老院,137,195804,建设镇滧东村红梅312号,59339227,202155,公建公营,倪联东
200471,建设镇,上海崇明区大同敬老院,130,198903,建设镇蟠龙公路1278号,59392128,202155,公建公营,杨建英
200472,新河镇,上海崇明区新民敬老院,132,195708,新河镇强民村137号,59371210,202156,公建公营,黄慧
200473,新河镇,上海崇明县新河敬老院,232,195809,新河镇石路村1158号,59681364,202156,公建公营,陆希达
200474,新河镇,上海崇明县康馨养老院,50,200408,新河镇强民村义化3队338号,59374128,202156,民建民营(民非),黄春燕
200475,竖新镇,上海崇明区大新敬老院,142,195808,竖新镇跃进村新南1367号,59491922,202179,公建民营(民非),顾兰芬
200476,竖新镇,上海崇明区竖河敬老院,154,195805,竖新镇永兴村朱桥211号,59481712,202164,公建公营,顾兰芬
200477,竖新镇,上海崇明嘉龙养老院,275,200611,竖新镇大东村68号,59492207,202179,民建民营(民非),孙朗辰
200478,堡镇,上海崇明县堡镇敬老院,265,198406,堡镇大通路555号,59421247,202157,公建公营,黄娟
200479,堡镇,上海崇明月亮湖老年公寓,145,201507,堡镇大通路388号,59415388,202157,民建民营(民非),倪玉娟
200480,堡镇,上海海科第三福利院,206,201611,堡镇港水闸西首,39661590,202157,民建民营(民非),江仁德
200481,堡镇,上海市崇明逸达敬老院,41,201508,堡镇桃源村568号,59427190,202157,民建民营(民非),宋李花
200482,港沿镇,上海崇明区港沿敬老院,133,195808,港沿公路1101号,59461248,202158,公建公营,沈国涛
200483,港沿镇,上海崇明区合兴敬老院,248,195807,港沿镇同心村1319号,69459861,202180,民建民营(民非),施健萍
200484,向化镇,上海崇明区向化镇敬老院,95,195806,向化镇米新村168号,59447225,202161,公建公营,蔡敬天
200485,向化镇,上海五福原野养老院,100,201211,向化镇齐东714号,59449212,202161,民建民营(民非),徐紫芸
200486,中兴镇,上海崇明区广福养老院,182,195808,中兴镇红星村5队,39440037,202163,公建公营,马菊松
200487,陈家镇,上海崇明区陈家镇敬老院,156,195810,陈家镇铁塔村6队,59437990,202162,公建公营,汤金飞
200488,陈家镇,上海崇明德云养老院,100,201202,陈家镇德云村,59406383,202162,民建民营(民非),董燕
200489,陈家镇,上海崇明爱心养老院,64,200707,陈家镇朝阳村全民15队,59433373,202162,民建民营(民非),顾美娥
200490,陈家镇,上海蘭馨福利院,300,200704,陈家镇裕西村5队,59402078,202162,民建民营(民非),黄菊兰
200491,长兴镇,上海崇明长兴敬老院,92,198311,长兴镇潘园公路1656号,66852959,201913,公建公营,贝兴
200492,横沙乡,上海崇明横沙敬老院,208,198310,横沙乡富民沙路108弄25号,56890845,201914,公建公营,周燕萍
200493,东平镇,上海市崇明东平养老院,50,200305,东平镇黄河路68号,59667116,202178,公建民营(民非),沈志刚
200494,新海镇,上海崇明新海怡心养老院,100,201105,新海镇长春路北首,59655072,202172,公建公营,苏士新
200495,中兴镇,中馨福利院,150,201412,中兴镇兴工路5号,69441512,202163,公建民营(民非),徐圣菊
200496,市属,上海市第一社会福利院,190,199910,徐汇区宛平南路465号,31758006,200032,公建公营,朱小凤
200497,市属,上海市第三社会福利院,600,197904,宝山区漠河路655号,36213332,201999,公建公营,张黎菲
200498,市属,上海市第四社会福利院,320,199911,松江区松汇西路1172号,57822397,201600,公建公营,储蓓林
200499,市属,众仁公寓,402,199812,南翔众仁路1号,59127991,201802,公建公营,景婷
200500,市属,众仁老人乐园,350,199601,平城路160号,69905328,201800,公建公营,景婷
